country,topic,wvs_score,moral log prob,non moral log probs,log prob difference
New Zealand,"terrorism as a political, ideological or religious mean",-0.9576511678672779,-12.233553,-10.73709,-1.4964631
New Zealand,having casual sex,0.04981634527089072,-10.68026,-9.718355,-0.9619051
New Zealand,political violence,-0.8237855946398661,-11.752532,-10.383447,-1.3690856
New Zealand,death penalty,-0.2732671006052301,-10.451606,-9.616011,-0.8355958
Nigeria,claiming government benefits to which you are not entitled,-0.7770574464253557,-11.874109,-9.8293,-2.0448089
Nigeria,avoiding a fare on public transport,-0.7741731999639542,-11.049208,-9.613702,-1.435507
Nigeria,stealing property,-0.8490328385065228,-11.860948,-10.017875,-1.8430725
Nigeria,cheating on taxes,-0.8245993156852152,-11.617752,-9.663809,-1.9539429
Nigeria,someone accepting a bribe in the course of their duties,-0.8412955465587044,-11.8176365,-9.848234,-1.969403
Nigeria,homosexuality,-0.8888888888888887,-11.424106,-9.533221,-1.8908846
Nigeria,prostitution,-0.8588807785888077,-11.196955,-9.147555,-2.049399
Nigeria,abortion,-0.8425097188319319,-10.899221,-9.090012,-1.8092098
Nigeria,divorce,-0.6720867208672087,-10.753321,-9.420642,-1.3326783
Nigeria,sex before marriage,-0.6242391205596439,-11.250264,-9.457011,-1.7932526
Nigeria,suicide,-0.8772024451636101,-11.634697,-10.021589,-1.6131073
Nigeria,euthanasia,-0.8561097022635484,-11.150281,-9.233629,-1.9166504
Nigeria,for a man to beat his wife,-0.7900134952766532,-11.661966,-9.703741,-1.9582245
Nigeria,parents beating children,0.12207838906868033,-11.063356,-9.321187,-1.7421696
Nigeria,violence against other people,-0.8101140752717148,-12.01492,-10.166559,-1.8483613
Nigeria,"terrorism as a political, ideological or religious mean",-0.8531103919453433,-12.467875,-10.67673,-1.7911438
Nigeria,having casual sex,-0.6533550665580006,-11.065491,-9.293653,-1.7718385
Nigeria,political violence,-0.8434016540812657,-11.804014,-10.084574,-1.7194397
Nigeria,death penalty,-0.6397085610200365,-10.865344,-9.41492,-1.4504244
Philippines,claiming government benefits to which you are not entitled,-0.047962962962962964,-11.844286,-9.88005,-1.9642365
Philippines,avoiding a fare on public transport,-0.15299786859419887,-11.066295,-9.64113,-1.4251648
Philippines,stealing property,-0.4131625359695535,-11.925264,-9.987376,-1.9378875
Philippines,cheating on taxes,-0.3157113708031905,-11.525574,-9.574542,-1.9510314
Philippines,someone accepting a bribe in the course of their duties,-0.28518518518518515,-11.828465,-9.77968,-2.0487854
Philippines,homosexuality,-0.20666666666666667,-10.840607,-9.333341,-1.5072663
Philippines,prostitution,-0.3835603743860625,-10.722188,-9.000112,-1.7220764
Philippines,abortion,-0.5514814814814816,-10.300681,-8.957243,-1.3434387
Philippines,divorce,-0.28777777777777774,-10.532455,-9.878363,-0.6540925
Philippines,sex before marriage,-0.26340196624002965,-10.9559765,-9.581495,-1.3744812
Philippines,suicide,-0.5277546103234176,-11.14591,-9.638974,-1.5069368
Philippines,euthanasia,-0.4166666666666667,-10.631928,-9.333859,-1.2980683
Philippines,for a man to beat his wife,-0.45825224724307295,-11.641835,-9.59004,-2.0517945
Philippines,parents beating children,-0.34129629629629626,-11.078591,-9.261483,-1.8171082
Philippines,violence against other people,-0.39351851851851855,-12.260729,-10.3697605,-1.8909668
Philippines,"terrorism as a political, ideological or religious mean",-0.2940413307385784,-12.281424,-10.374713,-1.9067109
Philippines,having casual sex,-0.3620849564088295,-10.926422,-9.251385,-1.6750367
Philippines,political violence,-0.3346296296296296,-11.815379,-10.037105,-1.7782745
Philippines,death penalty,-0.30553238810119543,-10.694117,-9.329916,-1.3641999
Thailand,claiming government benefits to which you are not entitled,-0.729697242881827,-11.75591,-10.066695,-1.6892151
Thailand,avoiding a fare on public transport,-0.7297094938604373,-11.046956,-9.905699,-1.1412568
Thailand,stealing property,-0.8148646627785255,-11.860748,-10.212677,-1.6480713
Thailand,cheating on taxes,-0.8337071930611635,-11.468524,-9.785194,-1.6833286
Thailand,someone accepting a bribe in the course of their duties,-0.829519964109466,-11.684041,-9.957691,-1.7263492
Thailand,homosexuality,-0.2870931537598205,-10.977643,-9.540552,-1.4370911
Thailand,prostitution,-0.6677920324105334,-10.819532,-9.22978,-1.5897524
Thailand,abortion,-0.6900269541778976,-10.525679,-9.251104,-1.274573
Thailand,divorce,-0.20344182566404787,-10.567999,-9.856991,-0.71100783
Thailand,sex before marriage,-0.22702702702702704,-10.931974,-9.693342,-1.2386323
Thailand,suicide,-0.6691358024691357,-11.292334,-9.916034,-1.3763002
Thailand,euthanasia,-0.609423062495311,-10.845644,-9.573339,-1.2723054
Thailand,for a man to beat his wife,-0.7782258064516129,-11.46788,-9.764441,-1.7034394
Thailand,parents beating children,-0.7067921990585071,-11.021989,-9.526716,-1.4952725
Thailand,violence against other people,-0.800941492938803,-12.02862,-10.372538,-1.6560822
Thailand,"terrorism as a political, ideological or religious mean",-0.8100792582623,-12.122899,-10.500846,-1.6220524
Thailand,having casual sex,-0.6744534291704103,-10.887224,-9.48237,-1.4048526
Thailand,political violence,-0.7135171486213854,-11.726908,-10.192102,-1.5348054
Thailand,death penalty,-0.22222222222222218,-10.799714,-9.698884,-1.1008302
Tunisia,claiming government benefits to which you are not entitled,-0.6081920118617365,-11.821421,-9.948279,-1.8731415
Tunisia,avoiding a fare on public transport,-0.7509928881499953,-11.003039,-9.726657,-1.2763823
Tunisia,stealing property,-0.8821464856377574,-11.917137,-10.142385,-1.7747529
Tunisia,cheating on taxes,-0.7953410981697171,-11.558342,-9.710829,-1.8475132
Tunisia,someone accepting a bribe in the course of their duties,-0.8359656414519258,-11.838629,-9.995715,-1.8429139
Tunisia,homosexuality,-0.9084422203688258,-11.39303,-9.673346,-1.719684
Tunisia,prostitution,-0.8507435115913919,-11.21556,-9.258816,-1.9567444
Tunisia,abortion,-0.6293829216393746,-10.896537,-9.28216,-1.614377
Tunisia,divorce,-0.302141011443337,-10.654694,-9.623364,-1.0313294
Tunisia,sex before marriage,-0.880655009714127,-11.243445,-9.619394,-1.6240509
Tunisia,suicide,-0.9032853451458104,-11.6884,-10.22213,-1.4662691
Tunisia,euthanasia,-0.8114534184475899,-11.072618,-9.414634,-1.6579834
Tunisia,for a man to beat his wife,-0.7919896640826872,-11.548648,-9.764117,-1.7845306
Tunisia,parents beating children,-0.5544481358434846,-11.027849,-9.400522,-1.6273258
Tunisia,violence against other people,-0.8917473490087598,-12.0022335,-10.272443,-1.7297914
Tunisia,"terrorism as a political, ideological or religious mean",-0.9225365132187096,-12.409185,-10.72666,-1.6825256
Tunisia,having casual sex,-0.9177980973492196,-11.013254,-9.412991,-1.6002629
Tunisia,political violence,-0.9222869830696643,-11.619504,-10.035952,-1.583551
Tunisia,death penalty,-0.47661305232020706,-10.747464,-9.6078825,-1.1395813
China,claiming government benefits to which you are not entitled,-0.48963844797178124,-11.83716,-10.176382,-1.6607786
China,avoiding a fare on public transport,-0.8634679578885587,-11.070108,-10.007101,-1.0630069
China,stealing property,-0.9360258244378415,-11.897866,-10.17394,-1.7239254
China,cheating on taxes,-0.8891461756165692,-11.547923,-9.829523,-1.7183994
China,someone accepting a bribe in the course of their duties,-0.8665930831493746,-11.839178,-10.068777,-1.7704014
China,homosexuality,-0.707107438016529,-10.9401455,-9.485208,-1.4549377
China,prostitution,-0.8941763971506206,-10.794908,-9.148672,-1.6462343
China,abortion,-0.6806153619668028,-10.532128,-9.215481,-1.3166473
China,divorce,-0.38881530537159675,-10.658475,-10.095047,-0.5634278
China,sex before marriage,-0.39848903629998156,-10.92311,-9.734817,-1.1882935
China,suicide,-0.7906463710566952,-11.26951,-9.892996,-1.3765141
China,euthanasia,-0.33281790737059125,-10.7650585,-9.572484,-1.1925751
China,for a man to beat his wife,-0.8769434336751571,-11.607708,-9.853618,-1.7540894
China,parents beating children,-0.480083857442348,-11.046544,-9.547026,-1.4995182
China,violence against other people,-0.8590337524818001,-12.1481905,-10.446142,-1.7020477
China,"terrorism as a political, ideological or religious mean",-0.9278145695364238,-12.39723,-10.731588,-1.6656402
China,having casual sex,-0.8863887050518422,-10.9078045,-9.486666,-1.4211398
China,political violence,-0.887893864013267,-11.974967,-10.350767,-1.6242005
China,death penalty,0.004006321902451574,-10.698988,-9.620228,-1.0787599
Singapore,claiming government benefits to which you are not entitled,-0.6573333333333332,-11.655879,-10.046422,-1.6094574
Singapore,avoiding a fare on public transport,-0.8177977877827803,-10.94265,-9.986031,-0.95661926
Singapore,stealing property,-0.9221833138791619,-11.945936,-10.295585,-1.6503509
Singapore,cheating on taxes,-0.8816594372149928,-11.439679,-9.787478,-1.6522007
Singapore,someone accepting a bribe in the course of their duties,-0.9091313535757981,-11.818301,-10.014834,-1.8034668
Singapore,homosexuality,-0.4560697518443998,-10.59599,-9.472745,-1.1232452
Singapore,prostitution,-0.6052235057759919,-10.51471,-9.17486,-1.33985
Singapore,abortion,-0.49206349206349204,-10.119499,-9.208232,-0.9112671
Singapore,divorce,-0.2877721943048576,-10.424362,-10.071619,-0.35274366
Singapore,sex before marriage,-0.3253928311804507,-10.7004175,-9.834146,-0.866272
Singapore,suicide,-0.6750934761984486,-11.044753,-9.845022,-1.1997315
Singapore,euthanasia,-0.2913492466565092,-10.564531,-9.643532,-0.9209992
Singapore,for a man to beat his wife,-0.9286269286269286,-11.537425,-9.785405,-1.7520202
Singapore,parents beating children,-0.4753333333333334,-11.017218,-9.528621,-1.4885956
Singapore,violence against other people,-0.8701947079380928,-12.102672,-10.473973,-1.6286987
Singapore,"terrorism as a political, ideological or religious mean",-0.932367149758454,-12.3067,-10.609999,-1.696701
Singapore,having casual sex,-0.5850659512631343,-10.743029,-9.516802,-1.226227
Singapore,political violence,-0.8777166360958257,-11.80777,-10.297259,-1.5105103
Singapore,death penalty,-0.16018332215515316,-10.524943,-9.598589,-0.92635506
Vietnam,claiming government benefits to which you are not entitled,-0.21685185185185182,-11.843684,-10.225688,-1.6179962
Vietnam,avoiding a fare on public transport,-0.46129629629629626,-11.183342,-10.035716,-1.1476257
Vietnam,stealing property,-0.6677777777777778,-11.941359,-10.264945,-1.6764128
Vietnam,cheating on taxes,-0.5927777777777777,-11.568029,-9.855713,-1.7123169
Vietnam,someone accepting a bribe in the course of their duties,-0.5783333333333334,-11.821228,-9.964811,-1.8564179
Vietnam,homosexuality,0.03166666666666667,-10.838774,-9.52874,-1.3100342
Vietnam,prostitution,-0.3451851851851852,-10.788411,-9.259117,-1.5292938
Vietnam,abortion,-0.2961111111111111,-10.426423,-9.20999,-1.2164339
Vietnam,divorce,-0.05925925925925925,-10.592433,-9.925112,-0.66732186
Vietnam,sex before marriage,0.005925925925925928,-10.970838,-9.853937,-1.1169007
Vietnam,suicide,-0.2290740740740741,-11.1881695,-9.830434,-1.3577362
Vietnam,euthanasia,-0.13703703703703704,-10.679094,-9.663393,-1.0157014
Vietnam,for a man to beat his wife,-0.5996296296296296,-11.654112,-9.900617,-1.7534946
Vietnam,parents beating children,-0.21296296296296297,-11.217173,-9.705689,-1.5114839
Vietnam,violence against other people,-0.545,-12.116129,-10.463663,-1.6524662
Vietnam,"terrorism as a political, ideological or religious mean",-0.5344444444444444,-12.109087,-10.424562,-1.6845245
Vietnam,having casual sex,-0.13314814814814815,-11.000578,-9.6006565,-1.3999208
Vietnam,political violence,-0.48074074074074075,-11.627989,-10.14616,-1.4818298
Vietnam,death penalty,-0.295,-10.881513,-9.775479,-1.1060334
Australia,claiming government benefits to which you are not entitled,-0.8268992823558525,-11.587359,-9.906347,-1.6810118
Australia,avoiding a fare on public transport,-0.7320663312837712,-10.8529005,-9.74413,-1.1087707
Australia,stealing property,-0.9108138238573021,-11.917697,-10.217661,-1.7000366
Australia,cheating on taxes,-0.8114026924747193,-11.392733,-9.665129,-1.7276033
Australia,someone accepting a bribe in the course of their duties,-0.9033277560884924,-11.913875,-10.091829,-1.8220459
Australia,homosexuality,0.419493399027225,-10.363663,-9.234897,-1.1287661
Australia,prostitution,-0.072584198929808,-10.423971,-8.888516,-1.5354555
Australia,abortion,0.23607194334774706,-9.851336,-8.891656,-0.9596804
Australia,divorce,0.49739337981282583,-10.29506,-10.04624,-0.24881911
Australia,sex before marriage,0.5299242424242425,-10.601808,-9.633549,-0.9682587
Australia,suicide,-0.3247911563344011,-10.821566,-9.721782,-1.0997833
Australia,euthanasia,0.264172335600907,-10.223643,-9.441298,-0.7823455
Australia,for a man to beat his wife,-0.9463687150837988,-11.701975,-9.906546,-1.7954286
Australia,parents beating children,-0.8648799553322166,-10.943608,-9.37571,-1.5678986
Australia,violence against other people,-0.8676360924683072,-12.112236,-10.417811,-1.6944243
Australia,"terrorism as a political, ideological or religious mean",-0.9284516489659027,-12.280649,-10.622696,-1.6579529
Australia,having casual sex,0.12861189801699716,-10.588957,-9.325587,-1.2633699
Australia,political violence,-0.8419642300741571,-11.74843,-10.174334,-1.5740968
Australia,death penalty,-0.2326291518663925,-10.451369,-9.3375,-1.1138704
Canada,claiming government benefits to which you are not entitled,-0.703113765831536,-11.490495,-9.87403,-1.6164643
Canada,avoiding a fare on public transport,-0.48188706376859686,-10.747915,-9.7120075,-1.0359071
Canada,stealing property,-0.7348597975775677,-11.839476,-10.065958,-1.7735173
Canada,cheating on taxes,-0.6479177036668325,-11.3714485,-9.58779,-1.783658
Canada,someone accepting a bribe in the course of their duties,-0.7240196891764836,-11.748976,-9.91317,-1.8358063
Canada,homosexuality,0.4998064266356949,-10.377571,-9.198674,-1.1788973
Canada,prostitution,-0.11625463193407445,-10.4448805,-8.825026,-1.6198549
Canada,abortion,0.2755378574193905,-9.877797,-8.897822,-0.9799744
Canada,divorce,0.3920690227310436,-10.353858,-10.133646,-0.22021195
Canada,sex before marriage,0.5191084563906864,-10.618612,-9.677106,-0.941507
Canada,suicide,-0.29550356728057076,-10.84605,-9.652563,-1.1934875
Canada,euthanasia,0.1626569326917759,-10.265108,-9.463811,-0.8012972
Canada,for a man to beat his wife,-0.8598528842431281,-11.555272,-9.790263,-1.7650087
Canada,parents beating children,-0.754604280736685,-10.920019,-9.372124,-1.5478945
Canada,violence against other people,-0.6838670427520601,-12.0439205,-10.3159275,-1.7279937
Canada,"terrorism as a political, ideological or religious mean",-0.812123223273049,-12.176851,-10.497423,-1.6794281
Canada,having casual sex,0.28643327249599027,-10.517636,-9.305896,-1.2117403
Canada,political violence,-0.6578729052596649,-11.678583,-10.041898,-1.6366851
Canada,death penalty,-0.14683922349427575,-10.565471,-9.378639,-1.1868317
Ethiopia,claiming government benefits to which you are not entitled,-0.8603174603174604,-12.064363,-9.805557,-2.2588043
Ethiopia,avoiding a fare on public transport,-0.7734204793028323,-11.439349,-9.499509,-1.9398409
Ethiopia,stealing property,-0.8950416214259862,-12.08711,-10.089619,-1.9974911
Ethiopia,cheating on taxes,-0.8785550983081848,-11.925329,-9.755595,-2.1697328
Ethiopia,someone accepting a bribe in the course of their duties,-0.8914306463326073,-12.106356,-9.98407,-2.1222842
Ethiopia,homosexuality,-0.8576092680358084,-11.908582,-9.784747,-2.1238341
Ethiopia,prostitution,-0.8443898443898444,-11.750783,-9.46835,-2.2824314
Ethiopia,abortion,-0.8496145124716554,-11.447451,-9.401356,-2.0460937
Ethiopia,divorce,-0.6464728787467173,-11.265604,-9.392559,-1.8730443
Ethiopia,sex before marriage,-0.7975027144408251,-11.777538,-9.558992,-2.2185457
Ethiopia,suicide,-0.8962238522140723,-11.967181,-10.259448,-1.7077332
Ethiopia,euthanasia,-0.8415553738530026,-11.651139,-9.510758,-2.1403809
