country,topic,wvs_score,moral log prob,non moral log probs,log prob difference
Indonesia,suicide,-0.8923317683881065,-13.286885,-11.174283,-2.1126022
Indonesia,euthanasia,-0.7354099160308004,-12.717143,-10.713442,-2.003702
Indonesia,for a man to beat his wife,-0.8514114865804479,-12.748517,-10.548322,-2.2001963
Indonesia,parents beating children,-0.6807511737089202,-13.413198,-11.18395,-2.2292483
Indonesia,violence against other people,-0.8081029386193704,-13.258543,-11.168463,-2.0900807
Indonesia,"terrorism as a political, ideological or religious mean",-0.8387785831845082,-12.8439665,-10.537335,-2.3066328
Indonesia,having casual sex,-0.884430512016719,-14.127635,-11.572663,-2.5549712
Indonesia,political violence,-0.8260991712319146,-12.909536,-10.86711,-2.0424263
Indonesia,death penalty,-0.47064194409327154,-12.722133,-10.735156,-1.9869773
Jordan,claiming government benefits to which you are not entitled,-0.5566854990583804,-10.933157,-9.577873,-1.3552836
Jordan,avoiding a fare on public transport,,-10.981385,-10.397292,-0.5840932
Jordan,stealing property,-0.9164814814814816,-11.80236,-10.171326,-1.6310343
Jordan,cheating on taxes,-0.7543075346931173,-11.972687,-10.24254,-1.7301476
Jordan,someone accepting a bribe in the course of their duties,-0.9015025041736227,-11.316983,-9.763025,-1.5539577
Jordan,homosexuality,-0.9397489539748954,-11.859024,-10.422266,-1.4367588
Jordan,prostitution,,-12.0185795,-10.280769,-1.7378098
Jordan,abortion,-0.7969156447417317,-11.780815,-10.1814575,-1.5993575
Jordan,divorce,-0.375847024969832,-11.117371,-10.132184,-0.98518693
Jordan,sex before marriage,-0.9436069235064211,-11.77463,-10.354635,-1.4199947
Jordan,suicide,-0.9477777777777779,-11.770609,-10.369783,-1.4008251
Jordan,euthanasia,-0.8888888888888887,-11.146429,-9.948239,-1.1981907
Jordan,for a man to beat his wife,-0.8682579332038117,-11.287158,-9.849161,-1.4379964
Jordan,parents beating children,-0.6559079948061585,-11.984078,-10.32311,-1.6609684
Jordan,violence against other people,-0.9089647515958922,-11.781113,-10.2085285,-1.5725839
Jordan,"terrorism as a political, ideological or religious mean",-0.9384986993682645,-11.42655,-9.882532,-1.5440183
Jordan,having casual sex,,-12.331818,-10.459212,-1.8726059
Jordan,political violence,-0.9324965132496514,-11.528734,-10.094954,-1.4337814
Jordan,death penalty,-0.036477283328668716,-11.101363,-9.828218,-1.2731439
Libya,claiming government benefits to which you are not entitled,-0.6391792489353465,-11.410129,-9.659582,-1.750547
Libya,avoiding a fare on public transport,-0.865308102862688,-11.582142,-10.493517,-1.0886242
Libya,stealing property,-0.9648021308980211,-12.314752,-10.436691,-1.87806
Libya,cheating on taxes,-0.8903269101716039,-12.35258,-10.451715,-1.9008656
Libya,someone accepting a bribe in the course of their duties,-0.9456918057954329,-11.82526,-9.910011,-1.9152485
Libya,homosexuality,-0.9739614390777179,-12.657396,-10.722831,-1.9345653
Libya,prostitution,-0.9703436529405873,-12.572782,-10.528699,-2.0440824
Libya,abortion,-0.8707321886717979,-12.393137,-10.455302,-1.9378338
Libya,divorce,-0.4038707142155418,-11.713524,-10.179696,-1.533828
Libya,sex before marriage,-0.9741784037558686,-12.47731,-10.551535,-1.9257749
Libya,suicide,-0.9664422983123598,-12.062404,-10.369032,-1.6933715
Libya,euthanasia,-0.9534654441486741,-11.737473,-10.091091,-1.6463814
Libya,for a man to beat his wife,-0.8444638864586371,-11.741484,-9.971294,-1.7701896
Libya,parents beating children,-0.5446680276076601,-12.307341,-10.484131,-1.8232094
Libya,violence against other people,-0.9318933644677955,-12.23744,-10.46954,-1.7679001
Libya,"terrorism as a political, ideological or religious mean",-0.9722713864306783,-11.844664,-9.979529,-1.8651348
Libya,having casual sex,-0.9856440511307768,-12.938364,-10.717177,-2.2211852
Libya,political violence,-0.9570146899339447,-12.021944,-10.4302845,-1.5916603
Libya,death penalty,-0.21288014311270126,-11.620328,-10.042387,-1.5779406
Maldives,claiming government benefits to which you are not entitled,-0.8097074895531984,-11.504539,-9.745012,-1.7595265
Maldives,avoiding a fare on public transport,-0.6836701957009946,-11.66946,-10.60119,-1.0682703
Maldives,stealing property,-0.9344508918977004,-12.365408,-10.587575,-1.7778336
Maldives,cheating on taxes,-0.9124839124839125,-12.5202,-10.674472,-1.8457276
Maldives,someone accepting a bribe in the course of their duties,-0.9358357394931024,-11.897746,-10.015132,-1.8826139
Maldives,homosexuality,-0.9419824448726183,-12.466294,-10.755971,-1.7103233
Maldives,prostitution,-0.9496410586092361,-12.502358,-10.607401,-1.8949581
Maldives,abortion,-0.6599164255866281,-12.329523,-10.478956,-1.8505672
Maldives,divorce,0.049764049764049766,-11.719011,-10.409782,-1.3092291
Maldives,sex before marriage,-0.8560703560703561,-12.45652,-10.679619,-1.776901
Maldives,suicide,-0.9084589883434927,-12.255214,-10.67765,-1.5775639
Maldives,euthanasia,-0.7767021619877379,-11.76866,-10.286104,-1.4825556
Maldives,for a man to beat his wife,-0.963784420872174,-11.981703,-10.183503,-1.7982
Maldives,parents beating children,-0.916720188396489,-12.507205,-10.66,-1.8472055
Maldives,violence against other people,-0.9466409514625522,-12.2776165,-10.600772,-1.6768456
Maldives,"terrorism as a political, ideological or religious mean",-0.951998285653059,-12.011999,-10.144989,-1.8670101
Maldives,having casual sex,-0.9272104474416615,-13.014952,-10.919047,-2.0959053
Maldives,political violence,-0.9521202361782072,-12.029408,-10.482275,-1.5471327
Maldives,death penalty,0.37447765991642556,-11.711795,-10.229451,-1.4823434
New Zealand,claiming government benefits to which you are not entitled,-0.7808338790657062,-10.704479,-10.138633,-0.5658461
New Zealand,avoiding a fare on public transport,-0.744888023369036,-10.945105,-11.154567,0.20946117
New Zealand,stealing property,-0.9143473570658037,-11.583906,-10.770487,-0.8134182
New Zealand,cheating on taxes,-0.8238218763510593,-11.626978,-10.699152,-0.9278259
New Zealand,someone accepting a bribe in the course of their duties,-0.9236178729849617,-11.280133,-10.149886,-1.1302468
New Zealand,homosexuality,0.40620490620490624,-11.378402,-11.070412,-0.30799037
New Zealand,prostitution,-0.034142907426962334,-11.578746,-10.759058,-0.819688
New Zealand,abortion,0.29105911608454843,-11.16413,-10.667585,-0.4965436
New Zealand,divorce,0.5089605734767025,-11.0147915,-10.860864,-0.15392789
New Zealand,sex before marriage,0.5333106344342299,-11.239773,-11.095846,-0.14392681
New Zealand,suicide,-0.4877344877344877,-11.447533,-10.867205,-0.5803293
New Zealand,euthanasia,0.3568573712458604,-10.867539,-10.63397,-0.23356876
New Zealand,for a man to beat his wife,-0.9697068051498432,-11.059086,-10.149588,-0.9094986
New Zealand,parents beating children,-0.8950677506775067,-11.669683,-10.665857,-1.0038254
New Zealand,violence against other people,-0.8555446942543717,-11.50853,-10.636444,-0.872085
New Zealand,"terrorism as a political, ideological or religious mean",-0.9576511678672779,-11.246003,-10.287284,-0.95871896
New Zealand,having casual sex,0.04981634527089072,-11.865257,-11.066771,-0.79848623
New Zealand,political violence,-0.8237855946398661,-11.331034,-10.48884,-0.8421938
New Zealand,death penalty,-0.2732671006052301,-10.939915,-10.455978,-0.48393613
Nigeria,claiming government benefits to which you are not entitled,-0.7770574464253557,-11.98849,-9.963222,-2.025269
Nigeria,avoiding a fare on public transport,-0.7741731999639542,-11.902962,-10.665905,-1.2370565
Nigeria,stealing property,-0.8490328385065228,-12.63806,-10.785818,-1.8522421
Nigeria,cheating on taxes,-0.8245993156852152,-12.717859,-10.828672,-1.8891876
Nigeria,someone accepting a bribe in the course of their duties,-0.8412955465587044,-12.07432,-10.118813,-1.9555066
Nigeria,homosexuality,-0.8888888888888887,-13.105792,-10.950335,-2.1554585
Nigeria,prostitution,-0.8588807785888077,-12.854077,-10.70728,-2.1467977
Nigeria,abortion,-0.8425097188319319,-12.839328,-10.702631,-2.1366954
Nigeria,divorce,-0.6720867208672087,-12.304461,-10.586579,-1.7178814
Nigeria,sex before marriage,-0.6242391205596439,-13.001704,-10.926639,-2.0750663
Nigeria,suicide,-0.8772024451636101,-12.4989605,-10.683626,-1.8153328
Nigeria,euthanasia,-0.8561097022635484,-12.306669,-10.451473,-1.855196
Nigeria,for a man to beat his wife,-0.7900134952766532,-12.187605,-10.287547,-1.9000591
Nigeria,parents beating children,0.12207838906868033,-12.80367,-10.888547,-1.915123
Nigeria,violence against other people,-0.8101140752717148,-12.506677,-10.699784,-1.8068928
Nigeria,"terrorism as a political, ideological or religious mean",-0.8531103919453433,-12.110878,-10.100266,-2.0106122
Nigeria,having casual sex,-0.6533550665580006,-13.302811,-11.075948,-2.2268631
Nigeria,political violence,-0.8434016540812657,-12.289646,-10.53053,-1.7591164
Nigeria,death penalty,-0.6397085610200365,-11.990129,-10.238905,-1.7512243
Philippines,claiming government benefits to which you are not entitled,-0.047962962962962964,-11.422771,-9.9389,-1.4838719
Philippines,avoiding a fare on public transport,-0.15299786859419887,-11.3896885,-10.717534,-0.67215437
Philippines,stealing property,-0.4131625359695535,-12.211583,-10.620291,-1.5912919
Philippines,cheating on taxes,-0.3157113708031905,-12.339925,-10.656929,-1.6829967
Philippines,someone accepting a bribe in the course of their duties,-0.28518518518518515,-11.767733,-10.089268,-1.6784652
Philippines,homosexuality,-0.20666666666666667,-12.260801,-10.859111,-1.4016894
Philippines,prostitution,-0.3835603743860625,-12.3648815,-10.667157,-1.6977246
Philippines,abortion,-0.5514814814814816,-12.190294,-10.579142,-1.6111536
Philippines,divorce,-0.28777777777777774,-11.610334,-10.618107,-0.99222773
Philippines,sex before marriage,-0.26340196624002965,-12.205003,-10.763875,-1.4411281
Philippines,suicide,-0.5277546103234176,-12.151331,-10.786306,-1.3650239
Philippines,euthanasia,-0.4166666666666667,-11.585594,-10.38651,-1.1990846
Philippines,for a man to beat his wife,-0.45825224724307295,-11.836849,-10.176622,-1.6602262
Philippines,parents beating children,-0.34129629629629626,-12.424562,-10.686571,-1.7379907
Philippines,violence against other people,-0.39351851851851855,-12.173979,-10.654323,-1.5196558
Philippines,"terrorism as a political, ideological or religious mean",-0.2940413307385784,-11.8483515,-10.172536,-1.6758152
Philippines,having casual sex,-0.3620849564088295,-12.860489,-10.9615,-1.8989881
Philippines,political violence,-0.3346296296296296,-11.825346,-10.441985,-1.3833609
Philippines,death penalty,-0.30553238810119543,-11.579564,-10.283989,-1.2955742
Thailand,claiming government benefits to which you are not entitled,-0.729697242881827,-11.516865,-9.669238,-1.8476269
Thailand,avoiding a fare on public transport,-0.7297094938604373,-11.648787,-10.423889,-1.2248973
Thailand,stealing property,-0.8148646627785255,-12.350851,-10.42229,-1.9285614
Thailand,cheating on taxes,-0.8337071930611635,-12.46413,-10.448585,-2.0155456
Thailand,someone accepting a bribe in the course of their duties,-0.829519964109466,-11.854802,-9.881159,-1.9736431
Thailand,homosexuality,-0.2870931537598205,-12.494855,-10.56102,-1.9338341
Thailand,prostitution,-0.6677920324105334,-12.517982,-10.472861,-2.0451198
Thailand,abortion,-0.6900269541778976,-12.37802,-10.298311,-2.0797093
Thailand,divorce,-0.20344182566404787,-11.792342,-10.306317,-1.4860251
Thailand,sex before marriage,-0.22702702702702704,-12.480692,-10.486327,-1.9943638
Thailand,suicide,-0.6691358024691357,-12.336932,-10.55195,-1.7849823
Thailand,euthanasia,-0.609423062495311,-11.73869,-10.129968,-1.6087227
Thailand,for a man to beat his wife,-0.7782258064516129,-11.96568,-10.018611,-1.9470685
Thailand,parents beating children,-0.7067921990585071,-12.573843,-10.5062475,-2.067595
Thailand,violence against other people,-0.800941492938803,-12.37285,-10.457522,-1.9153278
Thailand,"terrorism as a political, ideological or religious mean",-0.8100792582623,-12.052402,-10.036301,-2.0161014
Thailand,having casual sex,-0.6744534291704103,-12.990137,-10.724641,-2.2654977
Thailand,political violence,-0.7135171486213854,-12.0634575,-10.284012,-1.7794454
Thailand,death penalty,-0.22222222222222218,-11.828366,-10.127878,-1.7004883
Tunisia,claiming government benefits to which you are not entitled,-0.6081920118617365,-12.467837,-10.197374,-2.270465
Tunisia,avoiding a fare on public transport,-0.7509928881499953,-12.38616,-10.803191,-1.582969
Tunisia,stealing property,-0.8821464856377574,-13.134394,-10.935633,-2.198761
Tunisia,cheating on taxes,-0.7953410981697171,-13.196426,-11.00105,-2.195377
Tunisia,someone accepting a bribe in the course of their duties,-0.8359656414519258,-12.566762,-10.319197,-2.247564
Tunisia,homosexuality,-0.9084422203688258,-13.575066,-11.175316,-2.39975
Tunisia,prostitution,-0.8507435115913919,-13.373457,-10.96462,-2.408838
Tunisia,abortion,-0.6293829216393746,-13.311701,-10.944007,-2.3676937
Tunisia,divorce,-0.302141011443337,-12.740271,-10.740297,-1.9999748
Tunisia,sex before marriage,-0.880655009714127,-13.523382,-11.181566,-2.3418162
Tunisia,suicide,-0.9032853451458104,-12.822879,-10.749584,-2.0732949
Tunisia,euthanasia,-0.8114534184475899,-12.679762,-10.637781,-2.0419817
Tunisia,for a man to beat his wife,-0.7919896640826872,-12.652394,-10.465343,-2.1870508
Tunisia,parents beating children,-0.5544481358434846,-13.174866,-11.021893,-2.1529727
Tunisia,violence against other people,-0.8917473490087598,-12.950235,-10.892717,-2.057518
Tunisia,"terrorism as a political, ideological or religious mean",-0.9225365132187096,-12.676492,-10.355561,-2.32093
Tunisia,having casual sex,-0.9177980973492196,-13.815593,-11.307345,-2.5082479
Tunisia,political violence,-0.9222869830696643,-12.703724,-10.716127,-1.9875956
Tunisia,death penalty,-0.47661305232020706,-12.474068,-10.486859,-1.9872097
China,claiming government benefits to which you are not entitled,-0.48963844797178124,-10.801979,-9.466517,-1.335462
China,avoiding a fare on public transport,-0.8634679578885587,-10.888226,-10.332354,-0.5558716
China,stealing property,-0.9360258244378415,-11.575437,-10.058693,-1.5167437
China,cheating on taxes,-0.8891461756165692,-11.717834,-10.129333,-1.588502
China,someone accepting a bribe in the course of their duties,-0.8665930831493746,-11.310942,-9.710753,-1.6001873
China,homosexuality,-0.707107438016529,-11.584085,-10.292742,-1.2913435
China,prostitution,-0.8941763971506206,-11.745905,-10.160613,-1.585293
China,abortion,-0.6806153619668028,-11.534096,-10.087321,-1.4467745
China,divorce,-0.38881530537159675,-10.975358,-10.119807,-0.85555
China,sex before marriage,-0.39848903629998156,-11.474397,-10.312311,-1.1620842
China,suicide,-0.7906463710566952,-11.598698,-10.253157,-1.3455416
China,euthanasia,-0.33281790737059125,-11.012851,-9.953777,-1.0590731
China,for a man to beat his wife,-0.8769434336751571,-11.156483,-9.735013,-1.4214698
China,parents beating children,-0.480083857442348,-11.79613,-10.16173,-1.634401
China,violence against other people,-0.8590337524818001,-11.680685,-10.138708,-1.5419766
China,"terrorism as a political, ideological or religious mean",-0.9278145695364238,-11.420268,-9.898784,-1.5214839
China,having casual sex,-0.8863887050518422,-12.139826,-10.328161,-1.8116642
China,political violence,-0.887893864013267,-11.435962,-10.061691,-1.3742703
China,death penalty,0.004006321902451574,-11.068205,-9.885864,-1.1823401
Singapore,claiming government benefits to which you are not entitled,-0.6573333333333332,-10.923761,-9.768799,-1.1549616
Singapore,avoiding a fare on public transport,-0.8177977877827803,-10.968069,-10.653753,-0.31431454
Singapore,stealing property,-0.9221833138791619,-11.786778,-10.381729,-1.4050491
Singapore,cheating on taxes,-0.8816594372149928,-11.877579,-10.373393,-1.504186
Singapore,someone accepting a bribe in the course of their duties,-0.9091313535757981,-11.381453,-9.857623,-1.5238292
Singapore,homosexuality,-0.4560697518443998,-11.666883,-10.568236,-1.0986454
Singapore,prostitution,-0.6052235057759919,-11.9098215,-10.422285,-1.4875363
Singapore,abortion,-0.49206349206349204,-11.6532545,-10.305708,-1.3475462
Singapore,divorce,-0.2877721943048576,-11.111127,-10.522348,-0.588778
Singapore,sex before marriage,-0.3253928311804507,-11.430524,-10.644606,-0.7859176
Singapore,suicide,-0.6750934761984486,-11.758297,-10.511944,-1.2463533
Singapore,euthanasia,-0.2913492466565092,-11.061813,-10.209905,-0.8519093
Singapore,for a man to beat his wife,-0.9286269286269286,-11.234342,-9.933592,-1.3007507
Singapore,parents beating children,-0.4753333333333334,-11.998223,-10.409028,-1.5891956
Singapore,violence against other people,-0.8701947079380928,-11.901695,-10.381262,-1.5204322
Singapore,"terrorism as a political, ideological or religious mean",-0.932367149758454,-11.612616,-10.039699,-1.5729176
Singapore,having casual sex,-0.5850659512631343,-12.217563,-10.645284,-1.5722792
Singapore,political violence,-0.8777166360958257,-11.6323805,-10.233419,-1.3989617
Singapore,death penalty,-0.16018332215515316,-11.252978,-10.170782,-1.0821962
Vietnam,claiming government benefits to which you are not entitled,-0.21685185185185182,-10.92352,-9.474287,-1.449232
Vietnam,avoiding a fare on public transport,-0.46129629629629626,-11.179633,-10.313303,-0.8663305
Vietnam,stealing property,-0.6677777777777778,-11.86514,-10.149126,-1.7160146
Vietnam,cheating on taxes,-0.5927777777777777,-11.9641,-10.190222,-1.7738783
Vietnam,someone accepting a bribe in the course of their duties,-0.5783333333333334,-11.559315,-9.792222,-1.7670933
Vietnam,homosexuality,0.03166666666666667,-11.821724,-10.248576,-1.5731466
Vietnam,prostitution,-0.3451851851851852,-11.954045,-10.136327,-1.8177187
Vietnam,abortion,-0.2961111111111111,-11.76034,-10.058706,-1.7016331
Vietnam,divorce,-0.05925925925925925,-11.220838,-10.008451,-1.2123846
Vietnam,sex before marriage,0.005925925925925928,-11.832113,-10.224956,-1.6071577
Vietnam,suicide,-0.2290740740740741,-11.700895,-10.197823,-1.503072
Vietnam,euthanasia,-0.13703703703703704,-11.188414,-9.841089,-1.3473251
Vietnam,for a man to beat his wife,-0.5996296296296296,-11.357638,-9.7559,-1.6017374
Vietnam,parents beating children,-0.21296296296296297,-11.980955,-10.236583,-1.7443721
Vietnam,violence against other people,-0.545,-11.8418865,-10.223707,-1.61818
Vietnam,"terrorism as a political, ideological or religious mean",-0.5344444444444444,-11.50911,-9.864369,-1.6447414
Vietnam,having casual sex,-0.13314814814814815,-12.504349,-10.466121,-2.0382273
Vietnam,political violence,-0.48074074074074075,-11.581602,-10.087748,-1.4938539
Vietnam,death penalty,-0.295,-11.19265,-9.871666,-1.3209834
Australia,claiming government benefits to which you are not entitled,-0.8268992823558525,-10.738902,-10.272255,-0.4666465
Australia,avoiding a fare on public transport,-0.7320663312837712,-10.946234,-11.216715,0.27048105
Australia,stealing property,-0.9108138238573021,-11.487947,-10.737554,-0.75039446
Australia,cheating on taxes,-0.8114026924747193,-11.619001,-10.817314,-0.8016874
Australia,someone accepting a bribe in the course of their duties,-0.9033277560884924,-11.206461,-10.19391,-1.0125515
Australia,homosexuality,0.419493399027225,-11.364874,-11.166042,-0.19883218
Australia,prostitution,-0.072584198929808,-11.617099,-10.919413,-0.6976875
Australia,abortion,0.23607194334774706,-11.204249,-10.827133,-0.3771165
Australia,divorce,0.49739337981282583,-11.113002,-11.070292,-0.0427094
Australia,sex before marriage,0.5299242424242425,-11.36035,-11.370497,0.010147572
Australia,suicide,-0.3247911563344011,-11.503112,-11.057113,-0.44599968
Australia,euthanasia,0.264172335600907,-10.921195,-10.78071,-0.14048561
Australia,for a man to beat his wife,-0.9463687150837988,-11.055395,-10.256801,-0.7985943
Australia,parents beating children,-0.8648799553322166,-11.646297,-10.779162,-0.8671352
Australia,violence against other people,-0.8676360924683072,-11.482178,-10.713356,-0.7688214
Australia,"terrorism as a political, ideological or religious mean",-0.9284516489659027,-11.37684,-10.5133915,-0.8634478
Australia,having casual sex,0.12861189801699716,-11.716139,-11.170092,-0.54604745
Australia,political violence,-0.8419642300741571,-11.345694,-10.605703,-0.7399893
Australia,death penalty,-0.2326291518663925,-11.057539,-10.703917,-0.35362354
Canada,claiming government benefits to which you are not entitled,-0.703113765831536,-10.688715,-10.192673,-0.4960417
Canada,avoiding a fare on public transport,-0.48188706376859686,-10.7913265,-11.086102,0.29477486
Canada,stealing property,-0.7348597975775677,-11.32294,-10.580185,-0.7427557
Canada,cheating on taxes,-0.6479177036668325,-11.489787,-10.662619,-0.82716894
Canada,someone accepting a bribe in the course of their duties,-0.7240196891764836,-11.103029,-10.16139,-0.9416386
Canada,homosexuality,0.4998064266356949,-11.23344,-11.040751,-0.19268914
Canada,prostitution,-0.11625463193407445,-11.490496,-10.769836,-0.7206584
Canada,abortion,0.2755378574193905,-11.040652,-10.662755,-0.37789854
Canada,divorce,0.3920690227310436,-10.937788,-10.885745,-0.05204315
Canada,sex before marriage,0.5191084563906864,-11.191927,-11.200914,0.008987283
Canada,suicide,-0.29550356728057076,-11.343079,-10.876976,-0.46610147
Canada,euthanasia,0.1626569326917759,-10.771982,-10.624163,-0.14781928
Canada,for a man to beat his wife,-0.8598528842431281,-10.9674835,-10.158862,-0.8086215
Canada,parents beating children,-0.754604280736685,-11.523503,-10.619768,-0.90373516
Canada,violence against other people,-0.6838670427520601,-11.34114,-10.552156,-0.7889829
Canada,"terrorism as a political, ideological or religious mean",-0.812123223273049,-11.223617,-10.398884,-0.82473344
Canada,having casual sex,0.28643327249599027,-11.629564,-11.008586,-0.6209769
Canada,political violence,-0.6578729052596649,-11.168124,-10.435808,-0.7323162
Canada,death penalty,-0.14683922349427575,-10.883393,-10.537579,-0.3458148
Ethiopia,claiming government benefits to which you are not entitled,-0.8603174603174604,-11.425075,-9.723304,-1.7017704
Ethiopia,avoiding a fare on public transport,-0.7734204793028323,-11.663657,-10.612057,-1.0516014
Ethiopia,stealing property,-0.8950416214259862,-12.429017,-10.540826,-1.8881909
Ethiopia,cheating on taxes,-0.8785550983081848,-12.5212345,-10.608545,-1.9126892
Ethiopia,someone accepting a bribe in the course of their duties,-0.8914306463326073,-11.886147,-9.9981785,-1.8879688
Ethiopia,homosexuality,-0.8576092680358084,-12.659109,-10.708539,-1.9505699
Ethiopia,prostitution,-0.8443898443898444,-12.582814,-10.561404,-2.0214095
Ethiopia,abortion,-0.8496145124716554,-12.520649,-10.494378,-2.0262716
Ethiopia,divorce,-0.6464728787467173,-11.888196,-10.345944,-1.5422518
Ethiopia,sex before marriage,-0.7975027144408251,-12.635246,-10.646559,-1.9886879
Ethiopia,suicide,-0.8962238522140723,-12.345976,-10.62702,-1.7189554
Ethiopia,euthanasia,-0.8415553738530026,-11.842343,-10.229041,-1.6133019
